wavelength_nm,ED_m2,MD_m2,EQ_m2,MQ_m2,Total_m2
968.00,1.9746468e-14,1.3067748e-15,1.0960977e-17,1.3271953e-18,2.1065533e-14
970.00,1.9582968e-14,1.2959967e-15,1.0782974e-17,1.3033338e-18,2.0891053e-14
972.00,1.9420977e-14,1.2853185e-15,1.0608214e-17,1.2799381e-18,2.0718185e-14
974.00,1.9260483e-14,1.2747394e-15,1.0436632e-17,1.2569985e-18,2.0546917e-14
976.00,1.9101472e-14,1.2642581e-15,1.0268164e-17,1.2345052e-18,2.0377234e-14
978.00,1.8943931e-14,1.2538739e-15,1.0102746e-17,1.212449e-18,2.0209122e-14
980.00,1.8787849e-14,1.2435856e-15,9.940319e-18,1.1908207e-18,2.0042567e-14
982.00,1.8633212e-14,1.2333923e-15,9.7808215e-18,1.1696114e-18,1.9877556e-14
984.00,1.8480007e-14,1.223293e-15,9.6241955e-18,1.1488121e-18,1.9714075e-14
986.00,1.8328223e-14,1.2132867e-15,9.4703835e-18,1.1284145e-18,1.955211e-14
988.00,1.8177845e-14,1.2033726e-15,9.3193295e-18,1.1084102e-18,1.9391647e-14
990.00,1.8028863e-14,1.1935497e-15,9.1709788e-18,1.0887909e-18,1.9232674e-14
992.00,1.7881263e-14,1.183817e-15,9.0252777e-18,1.0695486e-18,1.9075176e-14
994.00,1.7735033e-14,1.1741736e-15,8.8821738e-18,1.0506756e-18,1.891914e-14
996.00,1.759016e-14,1.1646187e-15,8.7416158e-18,1.0321642e-18,1.8764554e-14
998.00,1.7446633e-14,1.1551513e-15,8.6035534e-18,1.0140069e-18,1.8611403e-14
1000.00,1.7304439e-14,1.1457705e-15,8.4679375e-18,9.9619635e-19,1.8459675e-14
